mekan,tur,website,kaynak,kalem_sayisi,medyan_fiyat
Coffee 333,cafe,https://coffee333.com.tr,js,0,
Colombia coffee,cafe,https://www.colombiacoffeetr.com.tr,js,0,
Efsane Çöp Şiş Necati Baba,restaurant,http://www.ortaklarcopsisefsanenecatibaba.com,js,0,
kokoreis,fast_food,https://www.instagram.com,js,0,
Koza Coffee Shop,cafe,https://www.instagram.com,js,0,
Pesto Makarna Aydın,fast_food,https://www.pestomakarna.com,js,0,
Pina Restaurant Mavişehir,restaurant,https://pinarestaurant.com,js,0,
Sef Restaurant,restaurant,https://sefrestaurantkusadasi.com,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Ünüvar By Balık,restaurant,https://www.instagram.com,js,0,
Ünüvar Kokoreç,restaurant,https://www.instagram.com,js,0,
Ünüvar Lezzet Dünyası,restaurant,https://www.instagram.com,js,0,
Ünüvar Çiğköfte,restaurant,https://www.instagram.com,js,0,
72 Neapolitan,restaurant,https://www.instagram.com,js,0,
Alibaba Restoran,restaurant,https://alibabarestoran.eatbu.com,js,0,
Altınoluk Doğa Restaurant,restaurant,https://www.altinolukdogarestaurant.com,js,0,
As Restaurant Et Balık Meze,restaurant,https://www.asrestaurant.com.tr,js,0,
Aydınlar Et & Restaurant,restaurant,https://aydinlaret.com,js,0,
Bahçe Kahvaltı Konaklama,restaurant,http://www.altinolukbahce.com,js,0,
Balikçi Korkmazlar,restaurant,http://www.korkmazlarbalikcilik.com,js,0,
Balıkçı Ahmet,restaurant,https://www.instagram.com,js,0,
Bandırma Turşucusu,fast_food,https://www.instagram.com,js,0,
Benzin Kafe,cafe,http://www.balikesirbenzincafe.com,js,0,
Burger King,fast_food,https://www.burgerking.com.tr,js,0,
ByBalık Lokantası,restaurant,https://www.bybalik.net,js,0,
Cadde Altinoluk,cafe,http://www.caddepasta.com.tr,js,0,
Crow Coffee,bar,https://www.crowcoffee.co,js,0,
Cunda Uno Restaurant,restaurant,https://cundauno.com,js,0,
Defnem Cafe Restaurant,restaurant,https://www.instagram.com,js,0,
Deli Mavi Cafe Bar,pub,http://www.delimavicafebar.com,js,0,
Dem Bahçe,cafe,https://dembahce.com,js,0,
Divan Pub Ayvalık,restaurant,https://www.divan.com.tr,js,0,
Domino's Pizza,fast_food,https://www.dominos.com.tr,html,144,370.00
Edremit-Burhaniye Airbus Uçak Restaurant,restaurant,http://www.korfezucakrestaurant.com,js,0,
Göbel Gizli Bahçe Kokoreç,restaurant,http://ttps:,js,0,
Hancı Kebap Izgara,restaurant,http://www.mazahancikebap.com,js,0,
Happy Moon's Bandırma,restaurant,https://happymoons.com.tr,js,0,
Hayma Çamlıbel Cafe,cafe,https://www.instagram.com,js,0,
Kebapçı,restaurant,https://www.akakar.com.tr,js,0,
Köfteci Yusuf,restaurant,https://www.kofteciyusuf.com,js,0,
Köşebaşı,restaurant,https://kosebasi.com,js,0,
Küçükhan'ım Cafe,cafe,https://kucukhan.com,js,0,
Mahalle Cafe & Bar,cafe,https://www.avsa.com.tr,js,0,
McDonald's,fast_food,https://www.mcdonalds.com.tr,js,0,
Moshos Taverna Cunda,restaurant,http://moshostaverna.com,js,0,
Mutlu Köy Nostalji Köy Sofrası,restaurant,https://www.nostalji.com.tr,woo,16,300.00
On On Kafe,cafe,https://ononkafe.com,js,0,
On On Kafe,cafe,https://www.ononkafe.com,js,0,
On On Kafe,cafe,https://www.ononkafe.com,js,0,
On On Kafe,cafe,https://www.ononkafe.com,js,0,
On On Kafe,cafe,https://www.ononkafe.com,js,0,
On On Kafe,cafe,https://www.ononkafe.com,js,0,
On On Kafe,cafe,https://www.ononkafe.com,js,0,
On On Kafe,cafe,https://www.ononkafe.com,js,0,
On On Kafe,cafe,https://www.ononkafe.com,js,0,
On On Kafe,cafe,https://www.ononkafe.com,js,0,
On On Kafe,cafe,https://www.ononkafe.com,js,0,
On On Kafe,cafe,https://www.ononkafe.com,js,0,
On On Kafe,cafe,https://www.ononkafe.com,js,0,
On On Kafe,cafe,https://ononkafe.com,js,0,
On On Kafe,cafe,https://ononkafe.com,js,0,
On On Kafe,cafe,https://www.ononkafe.com,js,0,
On On Kafe,cafe,https://ononkafe.com,js,0,
On On Kafe,cafe,https://www.ononkafe.com,js,0,
On On Kafe,cafe,https://www.ononkafe.com,js,0,
On On Kafe İvrindi,cafe,https://ononkafe.com,js,0,
Palaz Et Restaurant,restaurant,https://www.palazet.com.tr,js,0,
Pasaport Pizza,fast_food,https://www.pasaportpizza.com,js,0,
Pidemm,restaurant,https://www.pidem.com.tr,js,0,
Pizza Bulls,restaurant,https://www.pizzabulls.com,html,9,690.00
Pizza Pizza,fast_food,https://www.pizzapizza.com.tr,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Tamam Meyhane Yalı,restaurant,https://www.tamammeyhane.com,js,0,
Taş Kahve,cafe,https://taskahve.com.tr,js,0,
Tellioğlu Değirmen Cafe & Restaurant,restaurant,http://www.telliogludegirmen.com,js,0,
Vagon Döner İskender & Et Restoran,restaurant,https://www.vagondoner.com.tr,js,0,
Yasa - İstanbul Yönü,restaurant,https://www.yasa.com.tr,js,0,
Yasa - İzmir Yönü,restaurant,https://www.yasa.com.tr,js,0,
Zuzu Cafe Bar,pub,https://www.instagram.com,js,0,
Mustafa Amca'nın Yeri,restaurant,https://www.amasracanlibalik.com,js,0,
SweetArts,restaurant,http://www.sweetarts.com.tr,js,0,
Çeşmi Cihan Restaurant,restaurant,https://www.amasracanlibalik.com,js,0,
semaver,cafe,https://facebook.com,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Hahve Sokagi,restaurant,https://www.kahvesokagi.com,js,0,
Coffemania,cafe,https://coffeemania.com,js,0,
Coffy,cafe,https://coffy.com.tr,js,0,
Domino's,fast_food,https://www.dominos.com.tr,html,144,370.00
Ekrem Coşkun Döner,restaurant,https://www.ekremcoskundoner.com.tr,js,0,
Askania,restaurant,https://www.iznikaskania.com,js,0,
Bay İbrahim Döner,fast_food,https://www.instagram.com,js,0,
Beceren Cafe,cafe,http://www.becerencafe.com,js,0,
Beykapı Kebap,restaurant,https://beykapi.com,js,0,
Beysos Döner,fast_food,https://www.beysosdoner.com,html,10,295.00
Boynuz burger,fast_food,https://boynuzburger.com,js,0,
Bursa İskender Kebabı - İskender® 1867,restaurant,https://www.iskenderdeyim.com,js,0,
chies fastfood,restaurant,https://www.chiesfastfood.com,js,0,
Domino's,fast_food,https://www.dominos.com.tr,html,144,370.00
Domino’s,fast_food,https://dominospizza.ru,js,0,
Durak Muhallebicisi,restaurant,http://www.durakmuhallebicisi.com.tr,js,0,
Dörtler Kebap Salonu,fast_food,https://dortlerkebap.com.tr,js,0,
Iskender kebapçi,restaurant,https://www.iskender.com.tr,js,0,
İskender - Bursa İskender Efendi Konağı,restaurant,https://www.iskender.com,html,3,175.00
Kafkas,restaurant,https://www.kafkas.com,html,1,265.00
Kartal Yuvası Cafe & Bar,cafe,https://www.instagram.com,js,0,
Kasaba Garden,restaurant,http://www.kasabagarden.com,js,0,
Kitap Evi,restaurant,http://kitapevi.com.tr,js,0,
Loa Bursa,cafe,https://loabursa.com,js,0,
Mantımia,restaurant,https://mantimia.com,js,0,
Mantımia,restaurant,https://mantimia.com,js,0,
Maydonoz Döner,fast_food,https://maydonozdoner.com,js,0,
Muggle's Coffee Roastery FSM,cafe,https://mugglescoffee.com.tr,js,0,
Nevada Coffee 2,cafe,https://nevadacoffee.co,js,0,
New Castle,restaurant,https://www.newcastle.com.tr,js,0,
Parkside Cafe,cafe,https://www.instagram.com,js,0,
Pilav Kralı Rumeli Pilavcısı,restaurant,https://rumelipilavcisi.com.tr,js,0,
Pizza Tomato Görükle,restaurant,https://www.pizzatomato.com.tr,html,9,610.00
Sümbüllü Bahçe Konağı,cafe,https://www.okikultur.com.tr,js,0,
Süts Gelato,cafe,https://suts.com.tr,js,0,
Tavacı Namık,restaurant,https://www.tavacinamik.com.tr,js,0,
Umut Restaurant,restaurant,https://umutrestaurant.com,js,0,
Özgen Plus,cafe,https://www.ozgenkahve.com,js,0,
Agora Restaurant,restaurant,https://sanatagora.com,html,8,2700.00
Ahmetçe köyü kadın kooperatifi kafeterya,cafe,https://www.instagram.com,js,0,
Antepli Tahir Usta,restaurant,https://instagram.com,js,0,
Argos,restaurant,https://www.instagram.com,js,0,
Ayışığı Çamlık Restoran,restaurant,https://www.ayisigicamlik.com,js,0,
Baba Yorgo,restaurant,https://www.barbayorgo.com,js,0,
Dami,restaurant,https://www.facebook.com,js,0,
Harmanyeri Restorant,restaurant,https://canakkaleharmanyeri.com,js,0,
MackBear Coffee,cafe,https://www.instagram.com,js,0,
Meraklis Taverna,restaurant,https://meraklistaverna.com,js,0,
Meydani,cafe,http://www.meydani.com,js,0,
Narlı cafe Burger & castello coffee,fast_food,https://www.narli.cafe,js,0,
Son Vapur Imroz,restaurant,https://sonvapurimroz.com,js,0,
T-DONER,fast_food,https://tdoner.com,js,0,
Uva Bozcaada,cafe,https://uvabozcaada.com,js,0,
Çınaraltı Şelale Restaurant,restaurant,http://www.cinaraltiselale.com,js,0,
Köfteci Yusuf,cafe,https://kofteciyusuf.com,js,0,
Alo24 Restorant Denizli,restaurant,https://alo24.com.tr,js,0,
Beltaş Adalet Park Kafe,restaurant,https://www.denizlibeltas.com,js,0,
Beltaş Atatürk Park Kafe,cafe,https://www.denizlibeltas.com,js,0,
Beltaş Candoğan Park Kafe,cafe,https://www.denizlibeltas.com,js,0,
Beltaş Demokrasi Kafe,cafe,https://www.denizlibeltas.com,js,0,
Beltaş Denizli Konağı,cafe,https://www.denizlibeltas.com,js,0,
Beltaş İncilipınar Kafe,cafe,https://www.denizlibeltas.com,js,0,
Beltaş Otogar Fast Food,fast_food,https://www.denizlibeltas.com,js,0,
Bizz Cafe,cafe,http://bizzcafemenu.site,js,0,
Black Moon Coffee & Desserts,cafe,https://www.instagram.com,js,0,
Boston Drink & Dessert,cafe,https://www.bostondd.com,js,0,
Dönerci Yaşar,restaurant,https://pinecaferestaurant.com,js,0,
Edem Pastanesi,cafe,http://edempastaneleri.com,js,0,
Fahham,restaurant,https://menu.fahhamcafe.com,js,0,
HARBİYE RESTAURANT,restaurant,https://www.harbiyerestaurant.com,js,0,
Hazal Restaurant,restaurant,https://hazal.com.tr,js,0,
Honaz Çınaraltı Şelale Et & Balık & Kahvaltı Restoran,restaurant,https://www.facebook.com,js,0,
Hüsamettin Usta Kocabaylar Kebap Salonu®,restaurant,https://kocabaylarkebap.com,js,0,
Kebapçı Muhtar,restaurant,http://kebapcimuhtar.com,js,0,
Kızgın Döner Evora,restaurant,https://web.javipos.com,js,0,
Lokum Steak House,restaurant,https://lokumsteakhouse.com,js,0,
Mesken,restaurant,https://meskenocakbasi.com,js,0,
Mesken Balık,restaurant,https://www.meskenocakbasi.com,js,0,
Midas Pub,cafe,https://temassiz.restaurant,js,0,
MySoho Lounge Brasserie,restaurant,http://www.mysoho.com.tr,js,0,
Peanut,cafe,https://www.gloriajeans.com.tr,js,0,
Savora Restaurant,restaurant,https://emporia.com.tr,js,0,
Simitçi Dünyası,fast_food,https://denizlisimitcidunyasi.com,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Varol Gurme,restaurant,http://varoltekstil.com.tr,js,0,
Varol Veranda,cafe,https://varolveranda.com,js,0,
Yayla Kafeterya,cafe,https://yaylakafe.beltas.gen.tr,js,0,
Yayla Kıl Çadırı,restaurant,https://www.denizlibeltas.com,js,0,
Çamlık Beyaz,cafe,https://www.denizlibeltas.com,js,0,
Fırın-ci,restaurant,https://firin-ci.com,js,0,
Gece Dönercisi Ciğerci Memo,restaurant,https://gecedonercisimemo.com,js,0,
Hancı Et Restaurant,restaurant,http://www.hanciet.com,js,0,
KADAYIFÇI HACI SEYİD - KÜNEFE & PASTA ( NEVROZ ALANI ),cafe,http://www.kadayifcihaciseyid.com,js,0,
KADAYIFÇI HACI SEYİD TEKEL - PASTA & KÜNEFE,cafe,http://www.kadayifcihaciseyid.com,js,0,
Onur Ocakbaşı,restaurant,https://www.onurocakbasi.com,html,32,540.00
Saklı Konak 1317,restaurant,https://www.saklikonak1317.com,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Tarihi Adana Kazancılar Kebap,restaurant,http://kazancilardiyarbakir.com,js,0,
Arabica Coffee House Düzce Garden,cafe,https://www.arabicacoffee.com.tr,js,0,
Beyaz Bahçe - Taşmekan,restaurant,https://www.beyazbahce.com,js,0,
Beyzade Gurme,restaurant,http://beyzadegurme.com.tr,js,0,
CumayeriBalıkçsı,restaurant,https://cumayeribalikcisi.com.tr,js,0,
CumayeriBalıkçısı,restaurant,https://cumayeribalikcisi.com.tr,js,0,
Düzce Kasrı,restaurant,http://www.duzcekasri.com,js,0,
Gurme Restaurant & Camping,restaurant,https://www.gurmerestaurant.com,js,0,
İbrahim'in Yeri Bolu Dağı Et Mangal ve Yöresel Kahvaltı,restaurant,https://ibrahiminyeri.com,js,0,
Kaplanoğlu Alabalık,restaurant,http://www.kaplanoglualabalik.com,js,0,
Konyalı Etli Ekmek,restaurant,http://www.konyalietliekmekkebap.com,js,0,
Közde Köfte,restaurant,http://www.kozdekofte.com,js,0,
Quechi Coffee Bakery,cafe,https://quechicoffee.com,js,0,
Aydın Tava Ciğer,restaurant,https://www.aydintavaciger.com,js,0,
Bursa Kebap Evi,fast_food,https://www.bursakebapevi.com,js,0,
Coffee Bee Bakery Lab,cafe,https://www.coffeebeebakerylab.com,js,0,
Değirmen Ocakbaşı Restaurant,restaurant,https://www.degirmenocakbasi.com.tr,js,0,
Doyuyo,fast_food,https://doyuyo.com,js,0,
Dürümle,fast_food,https://durumle.com,js,0,
Edirne Tabip Odası Sosyal Tesisi,restaurant,https://www.edirnetabipodasi.org,js,0,
GreenSalads,fast_food,https://www.greensalads.com.tr,js,0,
Kafe Karamel,cafe,http://iktisadiisletmeler.trakya.edu.tr,js,0,
Kahve Dükkanı,cafe,https://www.kahvedukkani.com.tr,js,0,
Kayseri Mutfağı,fast_food,https://www.kayserimutfagi.com,js,0,
Kumpir Box,fast_food,https://kumpirbox.com,js,0,
Mado,cafe,https://www.mado.com.tr,js,0,
ONDO Tarihî Karaağaç Şubesi,cafe,https://ondolezzetleri.com,js,0,
Pidem,fast_food,https://www.pidem.com.tr,js,0,
Saloon Burger,fast_food,https://www.saloonburger.com.tr,js,0,
Serenita Restaurant,restaurant,https://hillyhotel.com,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Terra Pizza,fast_food,https://www.terrapizza.com.tr,html,13,645.00
The Coffee Factory,cafe,http://thecoffeefactory.com,js,0,
thenewyork Pizza & Cafe,fast_food,https://www.nypizza.co,js,0,
Tiloft Coffee,cafe,https://tiloft.com.tr,js,0,
Öncü Döner,fast_food,https://www.oncudoner.com,js,0,
Mavigöl Restaurant,restaurant,https://www.mavigol.com.tr,js,0,
Baston Cafe Bay & Bayan Oyun Salonu,cafe,https://www.instagram.com,js,0,
Clup pide,fast_food,http://clupkirpidesi.com,js,0,
Güzelyurt,restaurant,http://www.guzelyurtrestaurant.com,js,0,
% Arabica,cafe,https://arabicacoffee.com.tr,js,0,
Acıktım,restaurant,https://aciktimkafedeyiz.com,js,0,
Baydöner,fast_food,https://www.baydoner.com,js,0,
Bolulu Hasan Usta,cafe,https://www.bhu.com.tr,js,0,
Domino's,fast_food,https://www.dominos.com.tr,html,144,370.00
Dönerci Pehlivan,restaurant,https://donercipehlivan.com.tr,js,0,
EBB Yaşam Kafe,cafe,http://eskisehirbelkent.com.tr,js,0,
Es Balaban Kebapçı Yunus Usta,restaurant,https://eskisehirbalabankebap.com,js,0,
GiBi Kafe,cafe,https://instagram.com,js,0,
Hangover sky,bar,https://www.hangovergroup.com,js,0,
Hippo French Tacos,restaurant,https://hippofrenchtacos.com,js,0,
Kahve Dünyası,cafe,https://www.kahvedunyasi.com,html,12,350.00
Köfteci Yusuf,restaurant,https://kofteciyusuf.com,js,0,
Köftes Balaban Kebap,restaurant,https://www.koftesbalaban.com,js,0,
McDonald's,fast_food,https://www.mcdonalds.com.tr,js,0,
McDonald's,fast_food,https://www.mcdonalds.com.tr,js,0,
Oda Restoran,restaurant,https://www.odarestoran.com.tr,woo,22,147.75
Opia Coffee Co.,cafe,https://www.picuki.com,js,0,
Ordinarius Coffee Sümer,cafe,https://ordinariuscoffee.com,woo,21,500.00
Pino,fast_food,https://www.pino.com.tr,js,0,
Pizza İl Forno,restaurant,https://pizzailforno.com.tr,js,0,
Pizza Locale,restaurant,https://www.pizzalocale.net,js,0,
Popeyes,fast_food,https://www.popeyes.com.tr,js,0,
Prime Smash Burger,fast_food,https://primesmashburger.com,js,0,
Qırımtatar çiberek,restaurant,https://www.kirimtatarciborek.com,html,20,80.00
Red Burger House,restaurant,https://redburgerhouse.com,js,0,
Sema Teyze Restaurant Fırın Cafe,restaurant,https://www.semateyzerestaurant.com,js,0,
Sky Cafe,fast_food,https://www.skycafe.com.tr,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.com.tr,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks Kahve,cafe,https://www.starbucks.com.tr,js,0,
SushiCo Eskişehir Cassaba Modern,restaurant,https://www.sushico.com.tr,js,0,
Tavuk Dünyası,fast_food,https://www.tavukdunyasi.com,js,0,
Tavuk Dünyası,fast_food,https://www.tavukdunyasi.com,js,0,
Walker's Bulvar,cafe,https://walkers724.com,woo,40,750.00
Walker's Coffee House,cafe,https://walkers724.com,woo,40,750.00
Baniyas Cafe,cafe,https://www.instagram.com,js,0,
Bellapais,cafe,https://www.bellapaiscafe.com,js,0,
İmam Çağdaş,restaurant,https://www.imamcagdas.com,js,0,
Katmerci Zekeriya Usta,restaurant,https://katmercizekeriya.com,js,0,
Kral Tantuni (Üniversite),fast_food,https://www.gazianteptantuni.com,js,0,
Muhan Bohem,cafe,https://www.muhanbohem.com,js,0,
Senfoni,restaurant,https://senfonigaziantep.com,js,0,
SOFRAM Restaurant,restaurant,http://hassofram.com.tr,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Çamlıca Köşkü Restaurant,restaurant,https://www.camlicakosku.com,js,0,
ÖZ CİĞERCİ ABE GAZİANTEP,restaurant,https://www.ozcigerciabegaziantep.com,js,0,
Decorative Art World,cafe,https://www.shopier.com,html,1,0.49
326 Plus,cafe,https://www.326pluscafe.com,js,0,
Altıkapı Antakya,restaurant,https://www.altikapi.com.tr,js,0,
Atom Station Arsuz,cafe,https://www.atomstation.com.tr,js,0,
BigChefs,restaurant,https://www.bigchefs.com.tr,js,0,
Carnaval Brunch & Bistro,restaurant,https://www.carnavalgida.com,js,0,
Cazibe Balık Cafe Restaurant,fast_food,https://instagram.com,js,0,
Ed Coffee Station,cafe,https://www.instagtam.com,js,0,
Gülpınar Restoran,restaurant,https://gulpinar.codeqr.com.tr,js,0,
Gülpınar Restoran,restaurant,https://gulpinar.codeqr.com.tr,js,0,
Kule Restaurant,restaurant,https://www.kulerestaurant.com,js,0,
La Pastaia,restaurant,https://instagram.com,js,0,
Loop Burger Brasserie,fast_food,https://loopbrasserie.com,js,0,
Napcaz Döner,fast_food,https://napcazdoner.com,js,0,
NUT HUNTER,cafe,https://www.trendyol.com,html,24,279.00
Pehlivan Döner & Kebap,fast_food,https://pehlivandoner.com.tr,js,0,
Pela Coffee & Ceramic,cafe,https://pelasanat.com.tr,js,0,
Petek Cafe,cafe,https://www.peteksiparis.com,js,0,
Sandal Restaurant Et Balık & Kahvaltı,restaurant,https://www.sanaltur360.com,js,0,
Sarf Arsuz,restaurant,https://www.instagram.com,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
The Gold Lounge & Restaurant,cafe,https://www.instagram.com,js,0,
Tinyan Gastro,restaurant,https://www.tinyan.com.tr,js,0,
Günübirlik Tesisi,restaurant,https://ispartadavraz.com,js,0,
Köfteci Yusuf,restaurant,https://www.kofteciyusuf.com,js,0,
Starbucks,cafe,https://www.starbucks.co.uk,js,0,
Taş Cafe 1,cafe,https://www.isperiahotels.com.tr,js,0,
Zater Döner Isparta,fast_food,https://zaterdoner.com,js,0,
01 Adana Cadde Kebap,restaurant,https://www.yemeksepeti.com,js,0,
1924 İstanbul,restaurant,http://www.1924istanbul.com,js,0,
1A Meyhanesi,pub,https://foursquare.com,js,0,
1Kahve,cafe,http://www.1-kahve.bussiness.site,js,0,
2'de 1 Köfte,restaurant,https://www.yummyadvisor.com,js,0,
34 Restaurant,restaurant,https://www.hyattrestaurants.com,js,0,
360 Istanbul,bar,https://360istanbul.com,js,0,
464 Yeniköy,restaurant,https://www.yenikoy464.com,html,1,58.00
5. Kat,restaurant,https://www.5kat.com,js,0,
6:45 Public House,bar,https://share.google,js,0,
A.Ç.T DÜRÜM ve MEZE,restaurant,https://qrmenu.actdurum.com,html,1,130.00
Ab'bas Waffle,cafe,https://abbaswaffle.com.tr,js,0,
Ada Cafe + Bookstore,cafe,https://www.adakitapcafe.com,js,0,
Ada Tesisleri,restaurant,https://www.adatesisleri.com.tr,woo,19,970.00
ADAB Eski Usûl Meyhane,restaurant,https://adabmeyhanesi.com,js,0,
Adam's Pizza,restaurant,https://www.adamspizza.com,js,0,
Adana İl Sınırı,restaurant,https://www.adanailsiniri.com,js,0,
Adana Ocakbaşı Suadiye,restaurant,https://grablocals.com,js,0,
Adanali Ümit Usta,restaurant,https://www.umitusta.com.tr,js,0,
Adanalı Kebapçı Mehmet,restaurant,https://adanalikebapcimehmet.com,js,0,
Adile Sultan Ev Yemekleri,restaurant,https://adilesultanevyemekleri.com,js,0,
Adile Sultan Ev Yemekleri,restaurant,https://www.adilesultanevyemekleri.com,js,0,
Adile Sultan Ev Yemekleri,restaurant,https://adilesultanevyemekleri.com,js,0,
Adile Sultan Ev Yemekleri - Ümraniye Restoranı,restaurant,https://adilesultanevyemekleri.com,js,0,
Ahali 279,restaurant,https://ahali279.com,js,0,
Akasya,restaurant,https://www.akasyada.com,js,0,
Akıntı Burnu Balık Restaurant,restaurant,https://www.akintiburnu.com,js,0,
al lado está dogu karadeniz pide sarayi,restaurant,http://www.tacodelreyes.com,js,0,
Ala Türk Mutfagi,restaurant,http://alaturkmutfagi.com,js,0,
Ali Muhiddin Hacı Bekir,cafe,https://www.hacibekir.com.tr,js,0,
Ali Ocakbaşı,restaurant,https://aliocakbasi.com,js,0,
Ali Ocakbaşı,restaurant,https://aliocakbasi.com,js,0,
Allen Kitchen & Cocktail,bar,https://allensuadiye.com,js,0,
Allsports Cafe,restaurant,https://www.allsportscafe.com,js,0,
Altkat Coffee Community,cafe,https://altkatcoffee.com,js,0,
Altın Sini,restaurant,https://altinsini.com.tr,js,0,
Altın Sofra,restaurant,https://www.altinsofrakebap.com,js,0,
Altınkapı Restaurant,restaurant,https://altinkapiiskender.com,js,0,
Amara Şile Ocakbaşı Restoran,restaurant,https://amarasile.com,woo,100,1400.00
Amedros Cafe and Restaurant,restaurant,https://www.amedroscafe.com,js,0,
Amelie Galata,cafe,https://www.instagram.com,js,0,
Anne Meze,restaurant,http://www.annemeze.com,js,0,
Antebi,restaurant,https://antebi.com.tr,js,0,
Antebin İçi,restaurant,https://www.antebinici.com,js,0,
Antik Köy,restaurant,https://www.antikkoy.com,js,0,
Antiochia,restaurant,http://www.antiochiaconcept.com,js,0,
Antula Gurme,restaurant,https://antulagurme.com,js,0,
Ara Gurme Lahmacun Pide Kebap,restaurant,https://www.aragurme.com,js,0,
Arby's,fast_food,https://www.istairport.com,js,0,
Arch Bistro,cafe,https://www.archbistro.com,js,0,
Arda Ocakbaşı,restaurant,https://www.ardaocakbasi.com,woo,18,29.00
Arezu Moda,cafe,https://arezucafemoda.com,js,0,
Armada Teras,restaurant,https://www.armadahotel.com.tr,js,0,
Arnavutköy Balıkçısı,restaurant,https://arnavutkoybalikcisi.com,js,0,
Arnavutköy Balıkçısı,restaurant,https://arnavutkoybalikcisi.com,js,0,
Artlocalist,cafe,https://www.instagram.com,js,0,
Artois Cadde,restaurant,https://artois.com.tr,js,0,
ArtSmyrna Cafe & Gallery,restaurant,http://artsmyrnagalata.com,js,0,
Arya longue,restaurant,https://www.aryalounge.com,js,0,
As İskender,restaurant,https://www.askebap.com,js,0,
Asitane,restaurant,https://www.asitanerestaurant.com,js,0,
Aslanbey Çiftliği,restaurant,https://www.aslanbeyciftligi.com,js,0,
Asuman,cafe,https://www.asuman.com,html,20,1950.00
Ataşehir Kültür Kafe,cafe,https://www.atasehir.bel.tr,js,0,
Atıştır 1989,restaurant,https://quickly.restaurant,js,0,
Awina Restaurant,restaurant,https://www.instagram.com,js,0,
Ays Lab Bakery,cafe,https://ayslabbakery.com,woo,8,70.00
Ayvalık Fener Yolu Balıkçısı,restaurant,http://www.ayvalikfeneryolubalikcisi.com,js,0,
Azur,restaurant,https://azuryenikoy.com,js,0,
Ağa kapısı,cafe,https://agakapisi.com.tr,js,0,
Ağlayan kaya beach,cafe,https://www.instagram.com,js,0,
Aşk Waffle & Cafe,cafe,https://www.askwaffle.com,js,0,
Ba Hane,restaurant,https://ba-hane.com.tr,js,0,
Bab-ı Hayat,restaurant,https://www.babihayat.com,js,0,
Baba Söğüş,restaurant,https://www.shopier.com,html,1,0.49
Babbo Pizza & Bar,bar,https://restaurantguru.com,js,0,
Babel Café Restaurant,cafe,http://www.babelcaferestaurant.com,js,0,
Back To Coffee Roaster,cafe,http://www.backtocoffeeroaster.com,js,0,
Bafetto,restaurant,https://bafetto.com.tr,js,0,
Bafetto Pizza,restaurant,https://bafetto.com.tr,js,0,
Bafra Pide,restaurant,https://qrmenuapp.akinsoft.com.tr,js,0,
Bahçe Ocakbaşı,restaurant,https://bahceocakbasi.com,js,0,
Baklava Hanem,restaurant,https://www.baklavahanem.com.tr,woo,12,349.00
Bakıroğlu Gurme,restaurant,https://www.yemeksepeti.com,js,0,
Balaban Dondurma,cafe,http://balabandondurma.com,js,0,
Balkaya Pastanesi Erol Usta,cafe,https://www.instagram.com,js,0,
Balon Cafe,restaurant,https://www.zomato.com,js,0,
Baltalimanı Polisevi Şube Müdürlüğü Tesisi,restaurant,https://www.istanbul.pol.tr,js,0,
Balıkçı Murat Abi - Balık ekmek,cafe,https://balikcimurat.com,js,0,
Balıkçı Sabahattin,restaurant,https://www.balikcisabahattin.com,js,0,
Bambi Cafe,restaurant,https://www.bambicafe.com.tr,html,2,285.00
Banko Burger,fast_food,https://bankoburger.com,js,0,
Barış Büfe,restaurant,https://www.barisbufe.com.tr,js,0,
Barış Büfe,fast_food,https://www.barisbufe.com.tr,js,0,
Basri Baba İstanbul,restaurant,https://www.basribaba.com.tr,html,11,950.00
Bausta,cafe,https://bausta.com.tr,js,0,
Bay Mantı,restaurant,https://baymanti.com,js,0,
Baylan Pastanesi,cafe,https://baylangida.com,js,0,
Bayramoğlu Döner,restaurant,http://bayramogludoner.com.tr,js,0,
Bayındır Restoran,restaurant,https://www.bayindirrestoran.com,js,0,
Bağdat Marmaris,fast_food,https://restaurantguru.com,js,0,
